"Categories"	"Excerpt"	"Long"	"Set"
"2858"	"00000000010000000000000000000000000000000"	"Most volunteers were taken from different communities to carry out social mobilization activities and this caused delays in implementation of the social mobilization activities due to volunteers’ transport challenges. The disperse nature of some communities and tough road conditions made access to certain areas difficult for the volunteers."	0	"training"
"2859"	"00000000000001000000000000000000000000000"	"Most wells were submerged with the flooding and the population in the affected areas continued to consume the dirty water until the Red Cross provided water purification tablets and well water treatment. Fortunately, no cases of cholera were recorded in the affected areas."	0	"training"
"2860"	"00000000100001000000000000000000000000000"	"Moving forward, all local hospitals should have an evacuation plan and designated evacuation site, which should be developed in consultation with the local community and the local Red Crescent branch, so that when a disaster happens all stakeholders are aware of evacuation plan and the allocated safe evacuation site."	0	"training"
"2861"	"00001000000000000000000000000000000000000"	"MRC has previously not organized a PGI session and there was only one PGI-oriented staff who was able to conduct the session. Due to the limited resources, the PGI session could only be held in February 2020 – more than five months since the fire. As such, the focus changed from reaching community members in target population through awareness and advocacy activities, to one of capacity-building for future responses. However, given the support from the regional office, the session was conducted smoothly and was well-received by the participants."	0	"training"
"2862"	"00000010000000000000000000000000000000000"	"MRCS activated its SOPs for medium scale of response that were designed in 2017. This was the third operation in which the SoPs were applied. Due to lack of full awareness of the SoPs not all functions were immediately activated and there was a shortage of human resources which could be fully devoted to the operation during its first phase. The SoPs will be translated to Myanmar language and the key elements disseminated to MRCS various departments at HQ and to staff and volunteers in disaster prone states and regions as part of MRCS disaster response capacity enhancement plan for 2019."	0	"training"
"2863"	"00000000000000000000000000000000000100000"	"MRCS faced procurement and logistical challenges where some suppliers (for hygiene parcels and boats) were forced to delay deliveries due to COVID-19 pandemic restrictions."	0	"training"
"2864"	"00000000000010000000000000000000000000000"	"MRCS had emergency relief materials and volunteers ready for the response at region, state and township levels in the potential flood areas prior to the disaster."	0	"training"
"2865"	"00000000000000000000000000000010000000000"	"MRCS had intended to undertake a post distribution beneficiary satisfaction survey, unfortunately this was not undertaken as funds were not sufficient."	0	"training"
"2866"	"00001000000000000000000000000000000000000"	"MRCS has a limited understanding of PGI issues and how to integrate PGI approaches into their programming. It will be essential to continue to facilitate MRCS in helping to improve their knowledge of PGI and incorporate it into their activities."	0	"training"
"2867"	"00000000000001000000000000000000000000000"	"MRCS has also learnt that desludging is one of the cost-effective way of supporting latrine interventions as opposed to the construction of the actual latrines themselves. (WASH)"	0	"training"
"2868"	"00000100000000000000000000000010000000000"	"MRCS has been planning to organize the Post Distribution Monitoring (PDM) in Kelantan on the first week of March 2020, the official letter has been issued to MRCS Kelantan for deployment of volunteers in Kuala Krai and Pasir Puteh. The Kobo tools will be used to collect the data in PDM activities. However, due to the COVID-19 situation in Malaysia MRCS had to cancel the program."	0	"training"
"2869"	"00000000000000000000000010000000000000000"	"MRCS has expressed its interest to become the official member of health cluster to the Ministry of Health and the World Health Organization. The request was officially approved, and further activities can be coordinated through this platform."	0	"training"
"2870"	"00000001000000001000000000000000000000100"	"MRCS identified that RCV volunteers need to improve their capacity and knowledge on cash and voucher assistance as well as support and update on disaster preparedness plan of township."	0	"training"
"2871"	"00000000000000001000000000000000000000000"	"MRCS is currently working with financial service provider to find solution to the time-consuming data mismatch. MRCS is negotiating with Khan bank the financial service provider on using the corporate gate-way system. The system will allow the MRCS to enter the financial service provider database and check and validate it without further engagement from the third party. The system even enables the MRCS to make the money transfer to the beneficiaries. The discussion is on-going and will be made within 2021."	0	"training"
"2872"	"00001000000000000000000000000000000000000"	"MRCS is taking steps to strengthen CEA activities for future response operations, including development of revised CEA guidelines. Consultation/participation with affected families was also undertaken during such disaster as well as trained RCVs and staffs on Training on dead body management."	0	"training"
"2873"	"00000000000001001000000000000000000000000"	"MRCS learned that the mismatched bank transfers problem since 2016 remained a challenge this year. Currently, MRCS is applying to a corporate gateway financial service which will allow the National Society to validate the data themselves. Mismatching seems to be unavoidable, but the service should save time used for exchanging emails and waiting. The MRCS IT officer is now developing a web receiver to receive and deliver data to the bank server. During the lessons learnt workshop, it was highlighted that hazard monitoring and the regional information-sharing mechanism should be strengthened."	0	"training"
"2874"	"00000000000010000001000000000000000000000"	"MRCS national headquarters to improve their mechanism to provide guidance and technical support to MRCS states and District during the implementation, either in the early stage and during the implementation of the DREF operations, to ensure staff and volunteers are well prepared."	0	"training"
"2875"	"00001000000000000000000000000000000000000"	"MRCS need to increase capacity on Community Engagement and Accountability (CEA). CEA is a key tool for cash programming and the National Society should strengthen its capacity to deliver comprehensive humanitarian assistance."	0	"training"
"2876"	"00000000000000000000000000000010000000000"	"MRCS needs improve its capacity in implementing remote post distribution monitoring and online/virtual lessons learned workshop. The activities were not implemented due to the travel restrictions for COVID – 19."	0	"training"
"2877"	"00000000100000000000000000000000000000000"	"MRCS needs to make pre-agreement with transportation companies ensuring everything is well planned ahead in future operations"	0	"training"
"2878"	"00000000000000000100000000000000000000000"	"MRCS staff has a limited capacity to conduct a rapid assessment, and to gather sitrep on a timely manner and accurate."	0	"training"
"2879"	"00001000000000000000000000000000000000000"	"MRCS volunteers highlighted the challenges faced in term of ensuring targeted people / people affected by the floods to continue maintaining good hygiene practices after the operation."	0	"training"
"2880"	"00000000000000000000000001000000000000000"	"MRCS was not part of the health cluster, therefore we had to communicate to individual organizations separately for coordination."	0	"training"
"2881"	"00000000000010000100000000000000000000000"	"MRCS will ensure that the future operational plans and budgets adequately include the costs related to travel and distribution of food and non-food items."	0	"training"
"2882"	"00000000100000000000000000000000000000000"	"MRCS will follow up on the possibility of having agreements with preapproved NFI providers including factories and suppliers in order to ensure a quicker turn around for replenishment."	0	"training"
"2883"	"00001000000000000000000000000000000000000"	"MRCS will need to consider PGI approaches in their operation design, and to provide an orientation to the volunteers and staff before the start of the operations. MRCS needs to provide training on PGI issues to MRCS volunteers and staff."	0	"training"
"2884"	"00000000000000000000000000000000000000100"	"Much closer assessment and monitoring of volunteer needs has to be done prior and during the response"	0	"training"
"2885"	"00000000010000000000000000000000000000000"	"Muchabi camp was very difficult to access. As such, ZRCS had to collaborate with Zambia Air Force to support with big trucks that could reach Muchabi camp with the household items."	0	"training"
"2886"	"00000000000000000000000000000000000000010"	"Multiple sources of news to local authorities"	0	"training"
"2887"	"00000000000000000000001000000000000000000"	"National Society senior management also considers not to include training activities in DREF-this should be only focused on relief and other life-saving activities. Trainings can be done after the emergency phase."	0	"training"
"2888"	"00000000000000000000000000000000000100000"	"National Society’s capacity was strengthened in procurement, although more needs to be done."	0	"training"
"2889"	"00000000000000000000000010000000000000000"	"NDMO standardized assessment forms were unfamiliar to CDCCC members and therefore difficult to use"	0	"training"
"2890"	"00000000000000000000000010000000000000000"	"NDMO team leader and coordination of the Rapid Assessment Team needs improvement with support from other NGO/VRCS"	0	"training"
"2891"	"00000000000000000000000000000000000000100"	"NDRT and other response capacity of the RCS was adequate and very effective. There is a need for yearly refreshments of skills and knowledge"	0	"training"
"2892"	"00000000000000000001000000000000000000000"	"NDRT teams helped establish coordination mechanisms and took leadership in project implementation"	0	"training"
"2893"	"00000000000000000000000000000000000000100"	"NDRT teams were critical in the initial setting up of the camp as they provided support and trainings to the volunteers in the field."	0	"training"
"2894"	"00000000000000000000000000000010000000000"	"Need close monitoring and follow up in the communities to facilitate behavior change"	0	"training"
"2895"	"00000000100000000000000000000000000000000"	"Need for certified supplier list of food items and succinct procurement processes for emergency situations (processes for food inspections delayed procurement)."	0	"training"
"2896"	"00000000000000000000100000000000000000000"	"Need for improvement of data collection sheets to ensure details emerge to ease interpretation of information collected."	0	"training"
"2897"	"00000000000000001000000000000000000000000"	"Need for the NS to prequalify local cash transfer remittance companies in future that can be contracted promptly on needs basis."	0	"training"
"2898"	"00000000000000000000000000000000000000100"	"Need for training on CEA and complaint mechanisms. This was done as 2 ZRCS staff attended the CEA training and ToT conducted by IFRC in Pretoria from 25 to 29 of June 2018"	0	"training"
"2899"	"00000000000000000000000000000000000000100"	"Need of a PSS training for a large number of volunteers"	0	"training"
"2900"	"00000000000000000000000000000000000000100"	"Need of enhance TRC volunteer presence in remote areas"	0	"training"
"2901"	"00000000000000000010000000000000000000000"	"Need of further collaboration and coordination with local authorities and leaders to prepare the ground for  intervention, particularly relief, and agreed on selection criteria for beneficiary"	0	"training"
"2902"	"00000000000000000100000000000000000000000"	"Need of more detailed and continuous assessment with integration of forecast scenario to anticipate better a higher level of needs."	0	"training"
"2903"	"00000000000000000000000001000000000000000"	"Need to collaborate with ongoing projects to avoid duplication"	0	"training"
"2904"	"00000000000000000000000000000000000000010"	"Need to create more capacity by having the required tools to shoot short impact videos. This could be an NS investment in the communication department."	0	"training"
"2905"	"00000010000000001000000000000000000000000"	"Need to develop and disseminate nationwide cash voucher assistance (CVA) standard operation procedure that clearly define roles, responsibilities, tools and activities to conduct CVA programmes."	0	"training"
"2906"	"00000000000000000000001000000000000000000"	"Need to have Crisis modifier funds that can support to cover the needs of other families or needs that are not supported by the DREF."	0	"training"
"2907"	"00000000000000000000000000000000000001000"	"Need to identify good storage site."	0	"training"
"2908"	"00000000000000000001100000000000000000000"	"Need to improve coordination and communication between LRC HQ and chapters to ensure quality information gathering and information sharing to enable planning and deployment of resources to support needs."	0	"training"
"2909"	"00000000000000000000000000000000000000100"	"Need to improve the experience and knowledge and third, experienced staff/volunteer turnover"	0	"training"
"2910"	"00001000000000000000000000000000000000000"	"Need to mainstream and integrate Protection, Gender and Inclusion (PGI) throughout the preparedness and response activities of the National Society so as to ensure that the needs of the most vulnerable members of the community are met."	0	"training"
"2911"	"00000000000000000000000000000000000000100"	"Need to maintain constant feedback with volunteers in the different Branches to ensure epidemiological surveillance and application of the knowledge acquired in the training."	0	"training"
"2912"	"00001000000000000000000000000000000000000"	"Need to setup a physical complaint / information desk on the distribution site"	0	"training"
"2913"	"00000000000000000000000000000010000000000"	"Need to strengthen the National Society Project management and Communications capacity for effective reporting. Particularly, the documentation and dissemination of case studies given the challenges of technical mission support due to Covid-19 restrictions."	0	"training"
"2914"	"00000000100000000000000000000000000000000"	"Need to strengthen the NS Project management and Communications capacity and reporting."	0	"training"
"2915"	"00000000000000000000000000000010000000000"	"Need to strengthen the NS Project management capacity and reporting"	0	"training"
"2916"	"00000000000000000000000010000000000000000"	"Needs to ensure close collaboration between MOH, DOWR, VRCS throughout to ensure a join response less duplication. This can be achieved through better coordination with the cluster system."	0	"training"
"2917"	"00000000000000001000000000000000000000000"	"Needs to stipulate a week interval between printing of coupon and cash distribution"	0	"training"
"2918"	"00000000000000100000000000000000000000000"	"Needs were enormous and prepositioned stock was insufficient. The coordination with the government helped to address this challenge."	0	"training"
"2919"	"00000000000000000100000000000000000000000"	"Needs were enormous, and the quota of prepositioned stock was insufficient to adequately meet the needs, however coordination with the government has addressed these challenges. This was coordinated through the governor-led Crisis Cells which allocated target areas and set standards for aid"	0	"training"
"2920"	"00000000000000000000000000000000000010000"	"Negotiation with the transport owners should be more effective"	0	"training"
"2921"	"00000000000000000000000000000000100000000"	"Network was the prime challenge in the first week as reconnections of signal take time to be re install by the two telecommunications companies in the country."	0	"training"
"2922"	"00000000100000000000000000000000000000000"	"Nevertheless, challenges have been encountered in meeting the specifications, providing the supporting and registration documents, and abiding by the terms and references. This led to multiple tender calls with several extensions, adjusting specifications as per the ones used in- country. This significantly delayed the operation which required a 2-month extension."	0	"training"
"2923"	"00000001000000000000000000000000000000100"	"New nature of floods is forcing local actors to be more efficient, ready to respond faster, and change their action due to changing nature of disaster consequences."	0	"training"
"2924"	"00000000010000000000000000000000000010000"	"New regulations for circulation and transport of merchandise. Transport providers require PCR tests to circulate in the province of Salta, which hindered the food kit distribution process."	0	"training"
"2925"	"00000000000000000000000000000000000100000"	"NFI: delay in the realization of the tender process which did not allow to implement the activity within the DREF implementation timeframe."	0	"training"
"2926"	"00000000000001000000000000000000000000000"	"NFI’s from the government were not well distributed and recorded"	0	"training"
"2927"	"00000000000000000000000000000000000001000"	"NFIs Preposition in each stock is a good practice as it allowed timely and effectively Distribution of shelter NFIs."	0	"training"
"2928"	"00000000000000000000000000000000000001000"	"NFIs Preposition in Each Stock is a Good practice as it makes Distribution Timely and effective."	0	"training"
"2929"	"00000000000000000000000000000000000000010"	"nitially the awareness messages were provided to community meetings being conducted by South Pacific Business SPBD which conducts regular meetings with women’s groups at community/ village level. This provided an opportunity to cover a number of villages however each group generally only had 5 to 15 people in attendance. This meant that another strategy needed to be considered to meet the required targets for awareness activities. In order to reach more households the DMO contacted town officers from communities that TRCS had provided distribution of relief items, in order to conduct a door to door messaging programme of households that had been assisted by TRCS. TRCS volunteers were able to reach up to 100 households per day. This enabled the total of 1,372 households to be reached with direct awareness messages, along with the 2022 students, plus that received messages via social media, television and ra"	0	"training"
"2930"	"00000000000000000000000000000000010000000"	"No budget for logistics for communications to follow up with logs procurement on daily basis."	0	"training"
"2931"	"00000000000001000000000000000000000000000"	"No budget was provided for mosquito net hanging techniques. It was synchronized with other activities for it to be effective. In fact, mosquito nets cannot be distributed without a practical demonstration session on how to hand them."	0	"training"
"2932"	"00000010000000000000000000000000000000000"	"No clear roles and responsibilities within RCSBiH."	0	"training"
"2933"	"00000010000000000000000000000000000000000"	"No clear Terms of References for the role of support staff to the operation."	0	"training"
"2934"	"00000000000001000000000000000000000000000"	"No hygiene communication plans were developed"	0	"training"
"2935"	"00000000000000000000000000000010000000000"	"No independent professional media monitoring activity was conducted and thus the claims about radio listenership as provided by the radio stations is unverified."	0	"training"
"2936"	"00000000000000000000000000000000100000000"	"No internet access in the field operation center so communication with the HQ is limited."	0	"training"
"2937"	"00001000000000100000000000000000000000000"	"No major challenges. The provision of first aid kits was a tremendous bonus to these committees as they no longer had them. Nevertheless, it would have been very useful to provide more first-aid kits per local branch."	0	"training"
"2938"	"00000000010000000000000000000000000000000"	"No map existed of the identified communities because of the area's geographical location, which made it difficult to plan and implement activities in the short term."	0	"training"
"2939"	"00000000000000000000000000000000000000100"	"No NS Volunteers and Staff insurance and not properly briefed on these matters before deployment."	0	"training"
"2940"	"00000000000001000000000000000000000000000"	"No proper evacuation centres."	0	"training"
"2941"	"00000000000000000000000000000000000001000"	"No proper storage area in the field to store emergency shelter and essential household items prior to distribution."	0	"training"
"2942"	"00000000000000000000001000000000000000000"	"No RDRT members were available for the mission, thus the PDM was done by the IFRC staff."	0	"training"
"2943"	"00000000000000000000000000000000000000100"	"No refresher trainings were conducted for volunteers"	0	"training"
"2944"	"00000000000000000000000010000000000000000"	"No response activities could be conducted because the government managed to reach out to all affected households   directly."	0	"training"
"2945"	"00000000000000100000000000000000000000000"	"No stand-by generators available in the branch as back up to maintain the flow operations."	0	"training"
"2946"	"00000000000000000000000010000000000000000"	"No state of emergency declared by government meant that FRCS was, in many cases, the main provider of support to affected communities. This also meant there was minimal coordination and support from a government level."	0	"training"
"2947"	"00000000000001000000000000000000000000000"	"No Syphillis and HIV Test kits"	0	"training"
"2948"	"00001000000000000000000000000000000000000"	"No water purification tablets were available in the national market, so it was decided to purchase chlorine tablets to ensure solutions that are easy for the community to implement. These tablets were distributed in the communities and the target population received training on their correct use. This meant that the product that was available in the local market was adapted to benefit the target population"	0	"training"
"2949"	"00000000100000000000000000000000000000000"	"Non- visibility of PNGRCS/Vanimo Interim Branch in the province: Despite the existence of the interim branch, they are seen as non-existent. An ongoing partnership with the Provincial Disaster Coordinator is paramount to be able to gain recognition within the Provincial Administration. As a way forward, an opportunity has emerged for the PNGRCS to establish dialogue with the Provincial Administration to start the process for recognition as the fully pledged branch of the National Society."	0	"training"
"2950"	"00001000000000000000000000000000000000000"	"Non-targeted households complained that TRCS did not consider themThe CEA-help desks handled and addressed all complaints, which supported understanding and approval of the selection criteria."	0	"training"
"2951"	"00001000000000000000000000000000000000000"	"None of the centres managed to meet minimum humanitarian assistance standards."	0	"training"
"2952"	"00000000000000000010000000000000000000000"	"Not all beneficiaries owned mobile phones or had knowledge on how to use. This was related to the fact that Rwanda Red Cross targeted the most vulnerable and many times, they don’t have cell phones. (Shelter)"	0	"training"
"2953"	"00000000000000100000000000000000000000000"	"Not all committees have the same capacities (human and financial resources). It is imperative that the CRC, with the support of its partners, further strengthen their operational capacities before future interventions, and supports them for more effective intervention in the future."	0	"training"
"2954"	"00000000000001000000000000000000000000000"	"Not all community member were present during the demonstration of setting of emergency shelter caused information and skills were not disseminated effectively."	0	"training"
"2955"	"00000000000000000001000000000000000000000"	"Not all key personnel needed in the coordination meetings attended. This meant that a lot of communication was made in advance to enable good attendance at meetings and actions implemented by each actor after the meetings."	0	"training"
"2956"	"00001000000000000000000000000000000000000"	"Not all people could be reached with volunteer-led hygiene promotion messages as economically active members of the households were not present during daytime hours since they were seeking livelihood opportunities."	0	"training"
"2957"	"00000000000000000000000000000010000000000"	"Not all planned trainings could be carried out due to under budgeting, however the National Society will continue mobilizing resource to strengthen its preparedness for effective response mechanisms."	0	"training"
"2958"	"00000000000000000000000000000010000000000"	"Not all the persons involved in the management of the Gatumba floods were able to attend the workshop due to limitation of funds allocated to this activity. (SFI)"	0	"training"
"2959"	"00000100000000000000000000000000000000000"	"Not carried out, due to COVID-19 response which required a lot of effort and coordination affecting the schedule of other planned activities."	0	"training"
"2960"	"00000000000000001000000000000000000000000"	"Not enough capacity of local banks in ground level to provide access to beneficiaries in getting cash"	0	"training"
"2961"	"00000000000000100000000000000000000000000"	"Not enough human resources to monitor activities; HRC Relief Coordinator had to be on site to brief volunteers on a daily basis as well as to monitor activities and ensure proper reporting."	0	"training"
"2962"	"00000000000000000100000000000010000000000"	"Not enough written reports produced by Branch officers, field staffs and volunteers on SGBV and Child Protection issues. More importantly, there was not enough budget allocated to SGBV & CP trainings, awareness or printing of IEC materials."	0	"training"
"2963"	"00000000000000000000000000000000000010000"	"Not having a vehicle assigned on a permanent basis from the beginning for coordination deployments and preparations in the field."	0	"training"
"2964"	"00000000000000000000000000000001000000000"	"Not having emergency resources/funds to provide immediate response also delayed the implementation period. But through strategic stocks RRCS was able to respond to the affected beneficiaries immediately after receiving the funds."	0	"training"
"2965"	"00000000000000000100000000000000000000000"	"Not having incorporated Hygiene Promotion Workshops in the operation."	0	"training"
"2966"	"00000000000001000000000000000000000000000"	"Not having pre-assembled health protection kits, either for family or individual components, as it required time and space for storage prior to distribution."	0	"training"
"2967"	"00000000000001000000000000000000100000000"	"Not having used Mega V in all the distributions of the supplementary kits has made the final control of the distributions challenging. In the future, the tool is recommended for all distributions."	0	"training"
"2968"	"00000000000000000001000000000000000000000"	"Not sufficient support from other RCSBiH branches in country. No clear mechanism in place to centralize the support"	0	"training"
"2969"	"00000000000000000100000000000000000000000"	"Not to count on leaflets/flyers or posters of promotion and hygiene, to deliver to the intervened families, using those acquired in other programs that were of reserve. The activities could have been implemented with the training of other facilitators in other programmes."	0	"training"
"2970"	"00000000000000000000000000000000000000100"	"Not very well-trained volunteers in needs assessment and distribution at local level (Mestia branch); It took more time and efforts from GRCS HQ to receive full information in a shorter time from the field."	0	"training"
"2971"	"00000000000001000000000000000000000000000"	"Now that the national society has technical capacity at the branch levels to conduct influenza awareness campaigns, it is suggested to organize awareness activities and campaigns regularly as a preventive method"	0	"training"
"2972"	"00000000000000000000000000000000000000010"	"NRC's operational communication system (radio communication) must be improved to ensure the safety of personnel in the field and allow operational meetings to be held. ECHO and COSUDE will assist with the setting up of repeaters in Nicaragua’s northern and central regions and the provision of communication equipment for NRC branches and ambulances."	0	"training"
"2973"	"00000000000000000100000000000000000000000"	"NRCS further needs to position itself to be able to conduct field assessments, especially when the government does not declare a situation a National Disaster, to reduce the time required to gather facts and conduct rapid assessment to prepare a DREF request in time. There is a need to conduct a training for the NRCS staff and volunteers in Appeals preparations."	0	"training"
"2974"	"00000000000000000000000000000000100000000"	"NRCS HQ to consider a more reliable means of conducting training than zoom meetings due to the poor network leading to loss of important information that could impact project success"	0	"training"
"2975"	"00000000000000000000000000000000000000100"	"NRCS needs to conduct basic training in interpreting Early Warnings for field staff and volunteers."	0	"training"
"2976"	"00000000000000000000000010000000000000000"	"NRCS recommends advocacy with the local media, Directorate of Disaster Risk Management and UN agencies to enable better coordination and engagement during humanitarian situations. Continuous engagement can be beneficial as it would enable relations for the future that can improve the National Society profiling as a partner for humanitarian responses in the country."	0	"training"
"2977"	"00000000000000000000000010000000000000000"	"NRCS should continue to partner with other relevant stakeholders (water ministries, environment and sanitation etc.) who have a comparative advantage in certain response interventions. The NS will continue to explore with donors, partners and government on how to support the communities come up with a sustainable solution such as setting up drainage systems, identify relocation sites for communities during disasters, etc."	0	"training"
"2978"	"00001000000000000000000000000000000000000"	"NRCS to conduct more awareness and integration of the program in its key activities"	0	"training"
"2979"	"00000000000010000000000000000000000000000"	"NS capacity strengthening should be a progressive and permanent activity to ensure that the required management systems are in place and fully operation at HQ and branch levels before the advent of disasters."	0	"training"
"2980"	"00000000000000001000000000000000000000000"	"NS has gained much experience from this response on CTP. Further support from IFRC in development of CTP in disaster response operations and recovery SOP’s and training for staff and volunteers will help them to be better prepared to manage such disasters in future."	0	"training"
"2981"	"00000000000000000100000000000000000000000"	"NS needs to better plan on implementation timeframe as the two months were clearly not enough time to implement   all planned activities."	0	"training"
"2982"	"00000000000001000000000000000000000000000"	"NS should provide water safety training to all regions along the coast, lake and other water bodies. (Health)"	0	"training"
"2983"	"00000000000000000100000000000000000000000"	"Number of divisions to be covered for deliveries should be expanded."	0	"training"
"2984"	"00000000000000000000000000000010000000000"	"Number of evacuees kept on changing from time to time. At daytime some of the communities returned to their village to work on their field. In additions, some evacuees chose to live with their relatives rather that at evacuation centre. Therefore, it was difficult to report on the number consistently."	0	"training"
"2985"	"00000000000000000010000000000000000000000"	"Number of mismatches in beneficiary registration were found and declined at Khan bank that delayed the cash transfer process"	0	"training"
"2986"	"00000100000000000000000000000010000000000"	"Number of monitoring missions undertaken by the CCST Due to restrictions related to COVID1-9 prevention measures, and the introduction of a mandatory 10-day quarantine for any traveller arriving in Nouakchott, the initially planned monitoring missions ultimately did not take place."	0	"training"
"2987"	"00001000000000000100000000000000000000000"	"Number of mosquito nets distributed & Number of women and girls who received dignity kits Following the detailed assessment, some activities were deemed irrelevant. This was the case with the distribution of mosquito nets. The distribution of dignity kits for targeted women, initially planned in the emergency plan of action, was also deemed irrelevant, due to the traditional/cultural practices of the targeted communities in the intervention areas."	0	"training"
"2988"	"00001000000000000000000000000000000000000"	"Number of volunteers reached to people and spreading messages in one-way manner is not an effective tool for the dissemination of information. A group of 10 to 15 people to one volunteer for specific topic with open discussions that allow questions and answers for specific topics, and disseminating the relevant IEC material to the topic discussed in that group are more effective. The different groups of community people are made up of men, women, girls and boys."	0	"training"
"2989"	"00000000000001000000000000000000000000000"	"Numerous volunteers said they would like to carry out the “Air pollution and influenza” campaign prior to the cold season in the following years. Several times it was mentioned that the project was a success with high community acceptance and enhanced visibility of Red Cross. MRCS is planning to organize the same public awareness sessions prior to the cold season utilizing the trained volunteers on epidemic control."	0	"training"
"2990"	"00000000000000000000000010000000000000000"	"Obtaining epidemiological data from public institutions took time."	0	"training"
"2991"	"00000000000000000000000000000000000000100"	"of volunteer work minimum standards are met’ indicator is estimated to be achieved 90 percent only as vaccination for volunteers was at times problematic and the URCS branches faced problems in identifying private clinics to provide vaccinations upon a request of volunteers in the response. Few cases were recorded when volunteers were not provided vaccination opportunity upon a request, however they referred to the government clinics. Furthermore, it 10 was identified that there should have been a larger budget to cover volunteers’ meals during prolonged outreach activities."	0	"training"
"2992"	"00000000000000000000000000000000000000100"	"olunteers require the necessary visibility equipment (including identification) and material to carry out their activities to gain confidence of the target population and transmit the information."	0	"training"
"2993"	"00000000010000000000000000000000000000000"	"On rainy days, hazardous road conditions limited access to communities."	0	"training"
"2994"	"00000000001000000000000000000000000000000"	"Once the Cadre Harmonisé and FewsNet release the national food security situation and the projection of the lean period, it is important to start planning the response. This will enable a timely response and more impactful operation, making the lifesaving activities much more relevant."	0	"training"
"2995"	"00000000000000000000000001000000000000000"	"One local organization conducted food and non-food distribution in SRCS target communities without prior coordination with the Ministry. It forced SRCS to revise their plan, which was developed following household assessment conducted earlier."	0	"training"
"2996"	"00000000000000000010000000000000000000000"	"One major challenge faced was the lack of target set for the population anticipated to require psychosocial suppor services. Although PSS services were provided to 136 people."	0	"training"
"2997"	"00000000000000000000001000000000000000000"	"One month was wasted due to long time planning and funds transfer (it should be reduced to at least 10 days"	0	"training"
"2998"	"00000000000000001000000000000000000000000"	"One of the beneficiaries had given the phone number of a relative. The funds were wired to the relative who refused to hand-over the funds to the beneficiary. This challenge was resolved through the support of CRCI personnel who was able to get in touch with the relative and ensure funds were handed over to the beneficiary."	0	"training"
"2999"	"00000000000000001000000000000000000000000"	"One of the challenges encountered during the implementation includes coordination between NS technical staff and staff from Orange Money unit from one side and between the NS headquarters staff with the regional committees. One of the reasons of this situation was the workload that must be carried out within a limited timeframe. In addition, the overall delay encountered by the DREF operation was also part of the challenges of the present operation. Network failure, illiteracy of some beneficiaries to operate their phone and issues with regional committee’s member having difficulties when reading the number written on the sim cards, the time was not enough for the FSP team to support the regional committees to timely handle identified issues. Improved coordination among partners was the key element that helped to conduct the operation within a reasonable timeframe."	0	"training"
"3000"	"00000000000000100000000000000000000000000"	"One of the challenges encountered was the limited availability of personnel to support the activities during the week and performing them only on weekends was not enough time to execute them."	0	"training"
"3001"	"00000000000000000100000000000000000000000"	"One of the challenges facing SRCS during their WASH operations was living up to the expectations from the local communities. As a result of the limits of the DREF funding, the SRCS was not able to assist everyone with provision of potable water.  (WASH)"	0	"training"
"3002"	"00000100000000000000000000000000000000000"	"One of the challenges highlighted by SLRCS staff and volunteers were the presence of the COVID-19 restrictions. Imposing travel restrictions, not being able to gather people and lockdown of some areas due to COVID-19 transmission were mentioned."	0	"training"
"3003"	"00000000000000000000000000000000001000000"	"One of the challenges identified was the shipping of household items from the Cebu warehouse to Zamboanga. The delay was caused by logistical arrangements due to COVID-19 travel restrictions. The items only arrived in December where no repatriation activity happened until 5 March 2021."	0	"training"
"3004"	"00000100000000000000000000000000000000000"	"One of the challenges in implementation health activities was to stay safe during COVID-19 crises."	0	"training"
"3005"	"00000000000000000000000000000010000000000"	"One of the challenges in this area was how to note and report about provided basis of PSS support"	0	"training"
"3006"	"00000000000000000000000000000100000000000"	"One of the challenges is during the distribution of fuel and food parcels, due to the volatile context and continuous demonstrations the modality shifted from site distribution to house-to-house distribution which added time and costs"	0	"training"
"3007"	"00000000000000000000000000000010000000000"	"One of the challenges that have been addressed by local Red Cross branches and HQ was about demanding reporting. There is a need for automatization process of reporting data"	0	"training"
"3008"	"00000100000000000000000000000000000000000"	"One of the challenges that local RC branches were facing with was related COVID-19 crises, safety of staff and volunteers, to logistic capacity to distribute items to the farthest affected population. This was outbalanced with applying COVID-19 protection measures and help of local stakeholders and their capacities (local self-government, fighter fighting units, etc.)"	0	"training"
"3009"	"00000000000001000000000000000000010000000"	"One of the challenges that local RC branches were facing with was related to logistic capacity to distribute items to affected and the farthest affected population. This was outbalanced with help of local stakeholders and their capacities (local self-government, fighter fighting units, etc.)"	0	"training"
"3010"	"00001000000000000000000000000000000000000"	"One of the key challenges observed during implementation was related to beneficiary selection and targeting; the population in the neighbouring communities who were not affected by the disasters, did not receive the assistance. They expressed their dissatisfaction to the Red Cross and to the local Authorities. Local Red Cross branch had to take the steps for the awareness raising and informing population about the beneficiary selection criteria."	0	"training"
"3011"	"00000000000000000000100000000000000000000"	"One of the main challenges has been achieving synergy between the Asunción branch and National Headquarters, considering that the Asunción branch has just recently been created."	0	"training"
"3012"	"00000000000000000010000000000000000000000"	"One of the main difficulties was the time lost trying to re-establish contact with beneficiary families who did not show up to distribution of aid."	0	"training"
